caduta_id;operatore;indice;timestamp_unix;offset_ms_da_inizio;value_N
2026-05-02T18:09:57.546976;pippo;37;1777738185.3944662;3425;775.0
2026-05-02T18:09:57.546976;pippo;38;1777738185.4970367;3527;782.0
2026-05-02T18:09:57.546976;pippo;39;1777738185.5950737;3625;787.0
2026-05-02T18:09:57.546976;pippo;40;1777738185.6977534;3728;792.0
2026-05-02T18:09:57.546976;pippo;41;1777738185.7957516;3826;795.0
2026-05-02T18:09:57.546976;pippo;42;1777738185.897753;3928;798.0
2026-05-02T18:09:57.546976;pippo;43;1777738185.9967515;4027;799.0
2026-05-02T18:09:57.546976;pippo;44;1777738186.0987985;4129;800.0
2026-05-02T18:09:57.546976;pippo;45;1777738186.1972802;4228;799.0
2026-05-02T18:09:57.546976;pippo;46;1777738186.2997854;4330;798.0
2026-05-02T18:09:57.546976;pippo;47;1777738186.3984234;4429;795.0
2026-05-02T18:09:57.546976;pippo;48;1777738186.5004213;4531;792.0
2026-05-02T18:09:57.546976;pippo;49;1777738186.5984225;4629;787.0
2026-05-02T18:09:57.546976;pippo;50;1777738186.7014232;4732;782.0
2026-05-02T18:09:57.546976;pippo;51;1777738186.799564;4830;775.0
2026-05-02T18:09:57.546976;pippo;52;1777738186.9016054;4932;768.0
2026-05-02T18:09:57.546976;pippo;53;1777738187.0003304;5031;759.0
2026-05-02T18:09:57.546976;pippo;54;1777738187.1023219;5133;750.0
2026-05-02T18:09:57.546976;pippo;55;1777738187.20031;5231;739.0
2026-05-02T18:09:57.546976;pippo;56;1777738187.3033323;5334;728.0
2026-05-02T18:09:57.546976;pippo;57;1777738187.4016523;5432;715.0
2026-05-02T18:09:57.546976;pippo;58;1777738187.5037456;5534;702.0
2026-05-02T18:09:57.546976;pippo;59;1777738187.6064796;5637;687.0
2026-05-02T18:09:57.546976;pippo;60;1777738187.7040298;5734;672.0
2026-05-02T18:09:57.546976;pippo;61;1777738187.8070261;5837;655.0
2026-05-02T18:09:57.546976;pippo;62;1777738187.905025;5935;638.0
2026-05-02T18:09:57.546976;pippo;63;1777738188.0080152;6038;619.0
2026-05-02T18:09:57.546976;pippo;64;1777738188.1063073;6137;600.0
2026-05-02T18:09:57.546976;pippo;65;1777738188.2083042;6239;579.0
2026-05-02T18:09:57.546976;pippo;66;1777738188.3063035;6337;558.0
2026-05-02T18:09:57.546976;pippo;67;1777738188.4087856;6439;535.0
2026-05-02T18:09:57.546976;pippo;68;1777738188.5077853;6538;512.0
2026-05-02T18:09:57.546976;pippo;69;1777738188.6097865;6640;512.0
2026-05-02T18:09:57.546976;pippo;70;1777738188.7078125;6738;512.0
2026-05-02T18:09:57.546976;pippo;71;1777738188.8098228;6840;512.0
2026-05-02T18:09:57.546976;pippo;72;1777738188.9086363;6939;512.0
2026-05-02T18:09:57.546976;pippo;73;1777738189.0106368;7041;512.0
2026-05-02T18:09:57.546976;pippo;74;1777738189.1096768;7140;512.0
2026-05-02T18:09:57.546976;pippo;75;1777738189.2116828;7242;512.0
2026-05-02T18:09:57.546976;pippo;76;1777738189.3096714;7340;512.0
2026-05-02T18:09:57.546976;pippo;77;1777738189.412305;7443;512.0
2026-05-02T18:09:57.546976;pippo;78;1777738189.5105178;7541;512.0
2026-05-02T18:09:57.546976;pippo;79;1777738189.6134813;7644;512.0
2026-05-02T18:09:57.546976;pippo;80;1777738189.7111669;7741;512.0
2026-05-02T18:09:57.546976;pippo;81;1777738189.8141682;7844;512.0
2026-05-02T18:09:57.546976;pippo;82;1777738189.9121668;7942;512.0
2026-05-02T18:09:57.546976;pippo;83;1777738190.0141666;8044;512.0
2026-05-02T18:09:57.546976;pippo;84;1777738190.113294;8144;512.0
2026-05-02T18:09:57.546976;pippo;85;1777738190.2157788;8246;512.0
2026-05-02T18:09:57.546976;pippo;86;1777738190.3140206;8344;512.0
2026-05-02T18:09:57.546976;pippo;87;1777738190.4162583;8447;512.0
2026-05-02T18:09:57.546976;pippo;88;1777738190.514268;8545;512.0
2026-05-02T18:09:57.546976;pippo;89;1777738190.6162605;8647;512.0
2026-05-02T18:09:57.546976;pippo;90;1777738190.7152934;8746;512.0
2026-05-02T18:09:57.546976;pippo;91;1777738190.81727;8848;512.0
2026-05-02T18:09:57.546976;pippo;92;1777738190.9152381;8945;512.0
2026-05-02T18:09:57.546976;pippo;93;1777738191.017819;9048;512.0
2026-05-02T18:09:57.546976;pippo;94;1777738191.1208227;9151;512.0
2026-05-02T18:09:57.546976;pippo;95;1777738191.218813;9249;512.0
2026-05-02T18:09:57.546976;pippo;96;1777738191.320778;9351;512.0
2026-05-02T18:09:57.546976;pippo;97;1777738191.4190333;9449;512.0
2026-05-02T18:09:57.546976;pippo;98;1777738191.5220346;9552;512.0
2026-05-02T18:09:57.546976;pippo;99;1777738191.620035;9650;512.0
2026-05-02T18:09:57.546976;pippo;100;1777738191.7220364;9752;512.0
2026-05-02T18:09:57.546976;pippo;101;1777738191.8210347;9851;512.0
2026-05-02T18:09:57.546976;pippo;102;1777738191.923071;9953;512.0
2026-05-02T18:09:57.546976;pippo;103;1777738192.0210347;10051;512.0
2026-05-02T18:09:57.546976;pippo;104;1777738192.124035;10154;512.0
2026-05-02T18:09:57.546976;pippo;105;1777738192.2220387;10252;512.0
2026-05-02T18:09:57.546976;pippo;106;1777738192.325035;10355;512.0
2026-05-02T18:09:57.546976;pippo;107;1777738192.4233096;10454;512.0
2026-05-02T18:09:57.546976;pippo;108;1777738192.5253098;10556;512.0
2026-05-02T18:09:57.546976;pippo;109;1777738192.6233099;10654;512.0
2026-05-02T18:09:57.546976;pippo;110;1777738192.7263105;10757;512.0
2026-05-02T18:09:57.546976;pippo;111;1777738192.8243136;10855;512.0
2026-05-02T18:09:57.546976;pippo;112;1777738192.926309;10957;512.0
2026-05-02T18:09:57.546976;pippo;113;1777738193.0253482;11056;512.0
2026-05-02T18:09:57.546976;pippo;114;1777738193.1273093;11158;512.0
2026-05-02T18:09:57.546976;pippo;115;1777738193.2253106;11256;512.0
2026-05-02T18:09:57.546976;pippo;116;1777738193.3283098;11359;512.0
2026-05-02T18:09:57.546976;pippo;117;1777738193.426603;11457;512.0
2026-05-02T18:09:57.546976;pippo;118;1777738193.5285652;11559;512.0
2026-05-02T18:09:57.546976;pippo;119;1777738193.6275654;11658;512.0
2026-05-02T18:09:57.546976;pippo;120;1777738193.7295666;11760;512.0
2026-05-02T18:09:57.546976;pippo;121;1777738193.8275645;11858;512.0
2026-05-02T18:09:57.546976;pippo;122;1777738193.9305646;11961;512.0
2026-05-02T18:09:57.546976;pippo;123;1777738194.0285633;12059;512.0
2026-05-02T18:09:57.546976;pippo;124;1777738194.130563;12161;512.0
2026-05-02T18:09:57.546976;pippo;125;1777738194.2295651;12260;512.0
2026-05-02T18:09:57.546976;pippo;126;1777738194.3315692;12362;512.0
2026-05-02T18:09:57.546976;pippo;127;1777738194.4296012;12460;512.0
2026-05-02T18:09:57.546976;pippo;128;1777738194.532705;12563;512.0
2026-05-02T18:09:57.546976;pippo;129;1777738194.630709;12661;512.0
2026-05-02T18:09:57.546976;pippo;130;1777738194.7327054;12763;512.0
2026-05-02T18:09:57.546976;pippo;131;1777738194.831706;12862;512.0
2026-05-02T18:09:57.546976;pippo;132;1777738194.9337041;12964;512.0
2026-05-02T18:09:57.546976;pippo;133;1777738195.031749;13062;512.0
2026-05-02T18:09:57.546976;pippo;134;1777738195.1347036;13165;512.0
2026-05-02T18:09:57.546976;pippo;135;1777738195.236705;13267;512.0
2026-05-02T18:09:57.546976;pippo;136;1777738195.3347073;13365;512.0
2026-05-02T18:09:57.546976;pippo;137;1777738195.4377048;13468;512.0
2026-05-02T18:09:57.546976;pippo;138;1777738195.535881;13566;512.0
2026-05-02T18:09:57.546976;pippo;139;1777738195.6378803;13668;512.0
2026-05-02T18:09:57.546976;pippo;140;1777738195.7359164;13766;512.0
2026-05-02T18:09:57.546976;pippo;141;1777738195.8388805;13869;512.0
2026-05-02T18:09:57.546976;pippo;142;1777738195.936882;13967;512.0
2026-05-02T18:09:57.546976;pippo;143;1777738196.0398805;14070;512.0
2026-05-02T18:09:57.546976;pippo;144;1777738196.1378808;14168;512.0
2026-05-02T18:09:57.546976;pippo;145;1777738196.239882;14270;512.0
2026-05-02T18:09:57.546976;pippo;146;1777738196.3388805;14369;512.0
2026-05-02T18:09:57.546976;pippo;147;1777738196.4408793;14471;512.0
2026-05-02T18:09:57.546976;pippo;148;1777738196.538959;14569;512.0
2026-05-02T18:09:57.546976;pippo;149;1777738196.6419568;14672;512.0
2026-05-02T18:09:57.546976;pippo;150;1777738196.7399564;14770;512.0
2026-05-02T18:09:57.546976;pippo;151;1777738196.8419557;14872;512.0
2026-05-02T18:09:57.546976;pippo;152;1777738196.9404724;14971;512.0
2026-05-02T18:09:57.546976;pippo;153;1777738197.0424724;15073;512.0
2026-05-02T18:09:57.546976;pippo;154;1777738197.1415079;15172;512.0
2026-05-02T18:09:57.546976;pippo;155;1777738197.2435086;15274;512.0
2026-05-02T18:09:57.546976;pippo;156;1777738197.3415077;15372;512.0
2026-05-16T19:35:50.940611;io;0;1778952945.217327;17;0.0
2026-05-16T19:35:50.940611;io;1;1778952945.3161743;115;39.5
2026-05-16T19:35:50.940611;io;2;1778952945.4182122;217;78.0
2026-05-16T19:35:50.940611;io;3;1778952945.5202649;319;115.5
2026-05-16T19:35:50.940611;io;4;1778952945.6191869;418;152.0
2026-05-16T19:35:50.940611;io;5;1778952945.721226;520;187.5
2026-05-16T19:35:50.940611;io;6;1778952945.8192258;618;222.0
2026-05-16T19:35:50.940611;io;7;1778952945.9226904;722;255.5
2026-05-16T19:35:50.940611;io;8;1778952946.019967;819;288.0
2026-05-16T19:35:50.940611;io;9;1778952946.1222298;921;319.5
2026-05-16T19:35:50.940611;io;10;1778952946.2212672;1020;350.0
2026-05-16T19:35:50.940611;io;11;1778952946.3232677;1122;379.5
2026-05-16T19:35:50.940611;io;12;1778952946.422173;1221;408.0
2026-05-16T19:35:50.940611;io;13;1778952946.5241783;1323;435.5
2026-05-16T19:35:50.940611;io;14;1778952946.6226757;1422;462.0
2026-05-16T19:35:50.940611;io;15;1778952946.7249947;1524;487.5
2026-05-16T19:35:50.940611;io;16;1778952946.8230317;1622;512.0
2026-05-16T19:35:50.940611;io;17;1778952946.9250326;1724;535.5
2026-05-16T19:35:50.940611;io;18;1778952947.024554;1824;558.0
2026-05-16T19:35:50.940611;io;19;1778952947.1260397;1925;579.5
2026-05-16T19:35:50.940611;io;20;1778952947.223983;2023;600.0
2026-05-16T19:35:50.940611;io;21;1778952947.3269832;2126;619.5
2026-05-16T19:35:50.940611;io;22;1778952947.4249458;2224;638.0
2026-05-16T19:35:50.940611;io;23;1778952947.5280395;2327;655.5
2026-05-16T19:35:50.940611;io;24;1778952947.6260452;2425;672.0
2026-05-16T19:35:50.940611;io;25;1778952947.728862;2528;687.5
2026-05-16T19:35:50.940611;io;26;1778952947.8269138;2626;702.0
2026-05-16T19:35:50.940611;io;27;1778952947.9289057;2728;715.5
2026-05-16T19:35:50.940611;io;28;1778952948.0269074;2826;728.0
2026-05-16T19:35:50.940611;io;29;1778952948.1305823;2930;739.5
2026-05-16T19:35:50.940611;io;30;1778952948.2285326;3028;750.0
2026-05-16T19:35:50.940611;io;31;1778952948.3299243;3129;759.5
2026-05-16T19:35:50.940611;io;32;1778952948.428887;3228;768.0
2026-05-16T19:35:50.940611;io;33;1778952948.5308905;3330;775.5
2026-05-16T19:35:50.940611;io;34;1778952948.6299264;3429;782.0
2026-05-16T19:35:50.940611;io;35;1778952948.731052;3530;787.5
2026-05-16T19:35:50.940611;io;36;1778952948.8304913;3630;792.0
2026-05-16T19:35:50.940611;io;37;1778952948.932385;3732;795.5
2026-05-16T19:35:50.940611;io;38;1778952949.0303848;3830;798.0
2026-05-16T19:35:50.940611;io;39;1778952949.1329641;3932;799.5
2026-05-16T19:35:50.940611;io;40;1778952949.231193;4030;800.0
2026-05-16T19:35:50.940611;io;41;1778952949.334378;4134;799.5
2026-05-16T19:35:50.940611;io;42;1778952949.4324782;4232;798.0
2026-05-16T19:35:50.940611;io;43;1778952949.5344777;4334;795.5
2026-05-16T19:35:50.940611;io;44;1778952949.6325126;4432;792.0
2026-05-16T19:35:50.940611;io;45;1778952949.7359035;4535;787.5
2026-05-16T19:35:50.940611;io;46;1778952949.833046;4632;782.0
2026-05-16T19:35:50.940611;io;47;1778952949.9364676;4736;775.5
2026-05-16T19:35:50.940611;io;48;1778952950.0345302;4834;768.0
2026-05-16T19:35:50.940611;io;49;1778952950.136816;4936;759.5
2026-05-16T19:35:50.940611;io;50;1778952950.2348197;5034;750.0
2026-05-16T19:35:50.940611;io;51;1778952950.3379848;5137;739.5
2026-05-16T19:35:50.940611;io;52;1778952950.4356937;5235;728.0
2026-05-16T19:35:50.940611;io;53;1778952950.538074;5337;715.5
2026-05-16T19:35:50.940611;io;54;1778952950.6361308;5435;702.0
2026-05-16T19:37:03.640762;io;0;1778953015.1039634;14;0.0
2026-05-16T19:37:03.640762;io;1;1778953015.2059503;115;39.5
2026-05-16T19:37:03.640762;io;2;1778953015.3096306;219;78.0
2026-05-16T19:37:03.640762;io;3;1778953015.4069386;316;115.5
2026-05-16T19:37:03.640762;io;4;1778953015.5099468;419;152.0
2026-05-16T19:37:03.640762;io;5;1778953015.6079388;517;187.5
2026-05-16T19:37:03.640762;io;6;1778953015.7097528;619;222.0
2026-05-16T19:37:03.640762;io;7;1778953015.8087735;718;255.5
2026-05-16T19:37:03.640762;io;8;1778953015.9107263;820;288.0
2026-05-16T19:37:03.640762;io;9;1778953016.0087185;918;319.5
2026-05-16T19:37:03.640762;io;10;1778953016.1116827;1021;350.0
2026-05-16T19:37:03.640762;io;11;1778953016.2107544;1120;379.5
2026-05-16T19:37:03.640762;io;12;1778953016.3124444;1222;408.0
2026-05-16T19:37:03.640762;io;13;1778953016.4111779;1321;435.5
2026-05-16T19:37:03.640762;io;14;1778953016.5130708;1423;462.0
2026-05-16T19:37:03.640762;io;15;1778953016.6110704;1521;487.5
2026-05-16T19:37:03.640762;io;16;1778953016.7140708;1624;512.0
2026-05-16T19:37:03.640762;io;17;1778953016.8123813;1722;535.5
2026-05-16T19:37:03.640762;io;18;1778953016.9146898;1824;558.0
2026-05-16T19:37:03.640762;io;19;1778953017.0123634;1922;579.5
2026-05-16T19:37:03.640762;io;20;1778953017.1153626;2025;600.0
2026-05-16T19:37:03.640762;io;21;1778953017.2133632;2123;619.5
2026-05-16T19:37:03.640762;io;22;1778953017.3162096;2226;638.0
2026-05-16T19:37:03.640762;io;23;1778953017.414502;2324;655.5
2026-05-16T19:37:03.640762;io;24;1778953017.5163178;2426;672.0
2026-05-16T19:37:03.640762;io;25;1778953017.6141682;2524;687.5
2026-05-16T19:37:03.640762;io;26;1778953017.717168;2627;702.0
2026-05-16T19:37:03.640762;io;27;1778953017.8155074;2725;715.5
2026-05-16T19:37:03.640762;io;28;1778953017.9175558;2827;728.0
2026-05-16T19:37:03.640762;io;29;1778953018.01653;2926;739.5
2026-05-16T19:37:03.640762;io;30;1778953018.119266;3029;750.0
2026-05-16T19:37:03.640762;io;31;1778953018.217042;3127;759.5
2026-05-16T19:37:03.640762;io;32;1778953018.3190422;3229;768.0
2026-05-16T19:37:03.640762;io;33;1778953018.4179065;3327;775.5
2026-05-16T19:37:03.640762;io;34;1778953018.5194154;3429;782.0
2026-05-16T19:37:03.640762;io;35;1778953018.6184757;3528;787.5
2026-05-16T19:37:03.640762;io;36;1778953018.7200942;3630;792.0
2026-05-16T19:37:03.640762;io;37;1778953018.8233347;3733;795.5
2026-05-16T19:37:03.640762;io;38;1778953018.9213276;3831;798.0
2026-05-16T19:37:03.640762;io;39;1778953019.0247893;3934;799.5
2026-05-16T19:37:03.640762;io;40;1778953019.1224809;4032;800.0
2026-05-16T19:37:03.640762;io;41;1778953019.224614;4134;799.5
2026-05-16T19:37:03.640762;io;42;1778953019.3226159;4232;798.0
2026-05-16T19:37:03.640762;io;43;1778953019.4245915;4334;795.5
2026-05-16T19:37:03.640762;io;44;1778953019.5240877;4434;792.0
2026-05-16T19:37:03.640762;io;45;1778953019.6257086;4535;787.5
2026-05-16T19:37:03.640762;io;46;1778953019.725033;4635;782.0
2026-05-16T19:37:03.640762;io;47;1778953019.8266737;4736;775.5
2026-05-16T19:37:03.640762;io;48;1778953019.9246893;4834;768.0
2026-05-16T19:37:03.640762;io;49;1778953020.026943;4936;759.5
2026-05-16T19:37:03.640762;io;50;1778953020.125929;5035;750.0
2026-05-16T19:37:03.640762;io;51;1778953020.2277222;5137;739.5
2026-05-16T19:37:03.640762;io;52;1778953020.3257453;5235;728.0
2026-05-16T19:37:03.640762;io;53;1778953020.4287622;5338;715.5
2026-05-16T19:37:03.640762;io;54;1778953020.5267282;5436;702.0
2026-05-16T19:37:03.640762;io;55;1778953020.6291902;5539;687.5
2026-05-16T19:37:03.640762;io;56;1778953020.7280395;5638;672.0
2026-05-16T19:37:03.640762;io;57;1778953020.8302794;5740;655.5
2026-05-16T19:37:03.640762;io;58;1778953020.9282615;5838;638.0
2026-05-16T19:37:03.640762;io;59;1778953021.0302625;5940;619.5
2026-05-16T19:37:03.640762;io;60;1778953021.129451;6039;600.0
2026-05-16T19:37:03.640762;io;61;1778953021.2309506;6140;579.5
2026-05-16T19:37:03.640762;io;62;1778953021.3300877;6240;558.0
2026-05-16T19:37:03.640762;io;63;1778953021.4318626;6341;535.5
2026-05-16T19:37:03.640762;io;64;1778953021.5298588;6439;512.0
2026-05-16T19:37:03.640762;io;65;1778953021.6328237;6542;512.0
2026-05-16T19:37:03.640762;io;66;1778953021.7308059;6640;512.0
2026-05-16T19:37:03.640762;io;67;1778953021.833108;6743;512.0
2026-05-16T19:37:03.640762;io;68;1778953021.9318438;6841;512.0
2026-05-16T19:37:03.640762;io;69;1778953022.033809;6943;512.0
2026-05-16T19:37:03.640762;io;70;1778953022.1318438;7041;512.0
2026-05-16T19:37:03.640762;io;71;1778953022.2348092;7144;512.0
2026-05-16T19:37:03.640762;io;72;1778953022.3329241;7242;512.0
2026-05-16T19:37:03.640762;io;73;1778953022.435524;7345;512.0
2026-05-16T19:37:03.640762;io;74;1778953022.5342345;7444;512.0
2026-05-16T19:37:03.640762;io;75;1778953022.6362715;7546;512.0
2026-05-16T19:37:03.640762;io;76;1778953022.7342708;7644;512.0
2026-05-16T19:37:03.640762;io;77;1778953022.8379843;7748;512.0
2026-05-16T19:37:03.640762;io;78;1778953022.9354827;7845;512.0
2026-05-16T19:37:03.640762;io;79;1778953023.0377827;7947;512.0
2026-05-16T19:37:03.640762;io;80;1778953023.1357493;8045;512.0
2026-05-16T19:37:03.640762;io;81;1778953023.237782;8147;512.0
2026-05-16T19:37:03.640762;io;82;1778953023.3373818;8247;512.0
2026-05-19T17:13:35.939543;io;0;1779203584.8289971;17;0.0
2026-05-19T17:13:35.939543;io;1;1779203584.926896;115;39.5
2026-05-19T17:13:35.939543;io;2;1779203585.029173;217;78.0
2026-05-19T17:13:35.939543;io;3;1779203585.1321573;320;115.5
2026-05-19T17:13:35.939543;io;4;1779203585.2299323;418;152.0
2026-05-19T17:13:35.939543;io;5;1779203585.3314693;520;187.5
2026-05-19T17:13:35.939543;io;6;1779203585.4309225;619;222.0
2026-05-19T17:13:35.939543;io;7;1779203585.5333788;721;255.5
2026-05-19T17:13:35.939543;io;8;1779203585.631723;820;288.0
2026-05-19T17:13:35.939543;io;9;1779203585.7336154;922;319.5
2026-05-19T17:13:35.939543;io;10;1779203585.832035;1020;350.0
2026-05-19T17:13:35.939543;io;11;1779203585.9340336;1122;379.5
2026-05-19T17:13:35.939543;io;12;1779203586.0334733;1222;408.0
2026-05-19T17:13:35.939543;io;13;1779203586.135646;1324;435.5
2026-05-19T17:13:35.939543;io;14;1779203586.2331715;1421;462.0
2026-05-19T17:13:35.939543;io;15;1779203586.3349097;1523;487.5
2026-05-19T17:13:35.939543;io;16;1779203586.434038;1622;512.0
2026-05-19T17:13:35.939543;io;17;1779203586.5360775;1724;535.5
2026-05-19T17:13:35.939543;io;18;1779203586.6350222;1823;558.0
2026-05-19T17:13:35.939543;io;19;1779203586.7376611;1926;579.5
2026-05-19T17:13:35.939543;io;20;1779203586.835983;2024;600.0
2026-05-19T17:13:35.939543;io;21;1779203586.9375155;2126;619.5
2026-05-19T17:13:35.939543;io;22;1779203587.0366592;2225;638.0
2026-05-19T17:13:35.939543;io;23;1779203587.1390924;2327;655.5
2026-05-19T17:13:35.939543;io;24;1779203587.2375364;2426;672.0
2026-05-19T17:13:35.939543;io;25;1779203587.339282;2527;687.5
2026-05-19T17:13:35.939543;io;26;1779203587.438465;2627;702.0
2026-05-19T17:13:35.939543;io;27;1779203587.5405118;2729;715.5
2026-05-19T17:13:35.939543;io;28;1779203587.6391456;2827;728.0
2026-05-19T17:13:35.939543;io;29;1779203587.740347;2928;739.5
2026-05-19T17:13:35.939543;io;30;1779203587.839649;3028;750.0
2026-05-19T17:13:35.939543;io;31;1779203587.9412289;3129;759.5
2026-05-19T17:13:35.939543;io;32;1779203588.0402167;3228;768.0
2026-05-19T17:13:35.939543;io;33;1779203588.1423342;3330;775.5
2026-05-19T17:13:35.939543;io;34;1779203588.2409174;3429;782.0
2026-05-19T17:13:35.939543;io;35;1779203588.3430564;3531;787.5
2026-05-19T17:13:35.939543;io;36;1779203588.4420886;3630;792.0
2026-05-19T17:13:35.939543;io;37;1779203588.543995;3732;795.5
2026-05-19T17:13:35.939543;io;38;1779203588.6417527;3830;798.0
2026-05-19T17:13:35.939543;io;39;1779203588.7443197;3932;799.5
2026-05-19T17:13:35.939543;io;40;1779203588.8429394;4031;800.0
2026-05-19T17:13:35.939543;io;41;1779203588.9452999;4133;799.5
2026-05-19T17:13:35.939543;io;42;1779203589.043743;4232;798.0
2026-05-19T17:13:35.939543;io;43;1779203589.1458652;4334;795.5
2026-05-19T17:13:35.939543;io;44;1779203589.2439113;4432;792.0
2026-05-19T17:13:35.939543;io;45;1779203589.3460393;4534;787.5
2026-05-19T17:13:35.939543;io;46;1779203589.4450355;4633;782.0
2026-05-19T17:13:35.939543;io;47;1779203589.5474632;4736;775.5
2026-05-19T17:13:35.939543;io;48;1779203589.6455004;4834;768.0
2026-05-19T17:13:35.939543;io;49;1779203589.748765;4937;759.5
2026-05-19T17:13:35.939543;io;50;1779203589.8464117;5035;750.0
2026-05-19T17:13:35.939543;io;51;1779203589.9480546;5136;739.5
2026-05-19T17:13:35.939543;io;52;1779203590.047196;5235;728.0
2026-05-19T17:13:35.939543;io;53;1779203590.1494296;5338;715.5
2026-05-19T17:13:35.939543;io;54;1779203590.246835;5435;702.0
2026-05-19T17:13:35.939543;io;55;1779203590.3499591;5538;687.5
2026-05-19T17:13:35.939543;io;56;1779203590.4479222;5636;672.0
2026-05-19T17:13:35.939543;io;57;1779203590.5501285;5738;655.5
2026-05-19T17:13:35.939543;io;58;1779203590.6490858;5837;638.0
2026-05-19T17:13:35.939543;io;59;1779203590.7510114;5939;619.5
2026-05-19T17:13:35.939543;io;60;1779203590.8532836;6041;600.0
2026-05-19T17:13:35.939543;io;61;1779203590.951267;6139;579.5
2026-05-19T17:13:35.939543;io;62;1779203591.0540197;6242;558.0
2026-05-19T17:13:35.939543;io;63;1779203591.1530058;6341;535.5
2026-05-19T17:13:35.939543;io;64;1779203591.2550254;6443;512.0
2026-05-19T17:13:35.939543;io;65;1779203591.3529677;6541;512.0
2026-05-19T17:13:35.939543;io;66;1779203591.455106;6643;512.0
2026-05-19T17:13:35.939543;io;67;1779203591.5535023;6742;512.0
2026-05-19T17:13:35.939543;io;68;1779203591.6565378;6845;512.0
2026-05-19T17:13:35.939543;io;69;1779203591.7551327;6943;512.0
2026-05-19T17:13:35.939543;io;70;1779203591.8575313;7046;512.0
2026-05-19T17:13:35.939543;io;71;1779203591.9549487;7143;512.0
2026-05-19T17:13:35.939543;io;72;1779203592.0580208;7246;512.0
2026-05-19T17:13:35.939543;io;73;1779203592.1558352;7344;512.0
2026-05-19T17:13:35.939543;io;74;1779203592.2579663;7446;512.0
2026-05-19T17:13:35.939543;io;75;1779203592.357065;7545;512.0
2026-05-19T17:13:35.939543;io;76;1779203592.459555;7648;512.0
2026-05-19T17:13:35.939543;io;77;1779203592.558056;7746;512.0
2026-05-19T17:13:35.939543;io;78;1779203592.6598616;7848;512.0
2026-05-19T17:13:35.939543;io;79;1779203592.7581255;7946;512.0
2026-05-19T17:13:35.939543;io;80;1779203592.8603034;8048;512.0
2026-05-19T17:13:35.939543;io;81;1779203592.9590409;8147;512.0
2026-05-19T17:13:35.939543;io;82;1779203593.060839;8249;512.0
2026-05-19T17:13:35.939543;io;83;1779203593.1593328;8347;512.0
2026-05-19T17:13:35.939543;io;84;1779203593.2624097;8451;512.0
2026-05-19T17:13:35.939543;io;85;1779203593.3607821;8549;512.0
